,Tweets,Polarity,Analysis,Companies Name,Date,Open ,Close,Name,Price
,bcci give chance sanjusamson,0,Neutral,,,,,,
,bcci unlucky player the world iamsanjusamson,0,Neutral,,,,,,
,babathememerr vivjonty bcci iamsanjusamson rajasthanroyals surly deserves t20i,0,Neutral,,,,,,
,bcci bcci why iamsanjusamson not this team talent being wasted tripathi and patidar over sanju,-0.2,Negative,,,,,,
,brutu24 bcci iamsanjusamson need justice for sanjusanson,0,Neutral,,,,,,
,bcci sanju selected panth please give rest him want iamsanjusamson sanjusamson,0,Neutral,,,,,,
,bcci want sanju iamsanjusamson,0,Neutral,,,,,,
,icc hey bcci where are iamsanjusamson amp surya14kumar whats going need suryakumaryadav amp sanjusamson,0,Neutral,,,,,,
,mangeshwanjari bcci surya14kumar iamsanjusamson bcci fear abt feature captain baby pant,0,Neutral,,,,,,
,bcci not good one iamsanjusamson still missing from the game bcci justiceforsanjusamson sanjusamson wewantsanjusamson,-0.316666667,Negative,,,,,,
,ekanshrai9 bcci ict fans want him biased board biased management boycottbcci justiceforsanjusamson,0,Neutral,,,,,,
,bcci want sanjusamson bcci sanjusympathyfans bcci iamsanjusamson rajasthanroyals,0,Neutral,,,,,,
,rahul357n kanuscr7 mangeshwanjari bcci surya14kumar iamsanjusamson whats axar doing there rahul,0,Neutral,,,,,,
,hey bcci where are iamsanjusamson amp surya14kumar whats going need suryakumaryadav amp sanjusamson,0,Neutral,,,,,,
,veryangrywoke saaijhansiredde djrakesht cricgalroshmi bcci iamsanjusamson except ipl sanju hasnt any crit,0,Neutral,,,,,,
,bcci miss brother iamsanjusamson,0,Neutral,,,,,,
,bcci where iamsanjusamson worst bcci,-1,Negative,,,,,,
,bigbull12 saaijhansiredde djrakesht cricgalroshmi bcci iamsanjusamson odi squad getting selected based,0,Neutral,,,,,,
,bkarthik9505 bcci imro45 iamsanjusamson literally was the man the match his last odi played,0,Neutral,,,,,,
,bcci where sanju samson squad please give him some opportunities playing bcci iamsanjusamson,0,Neutral,,,,,,
,bcci where our hero sanjusamson,0,Neutral,,,,,,
,bcci what more does sanjusamson have get spot the team,0.5,Positive,,,,,,
,bcci why iamsanjusamson surya14kumar not included team lose its the entire nation lose its not the onl,0,Neutral,,,,,,
,rahuly1208 what will sanju samson have make his place the indian cricket team sanjusamson iamsanjusamson seems tha,0,Neutral,,,,,,
,dkrdina1 bcci are withu sanjusamson,0,Neutral,,,,,,
,bcci what the hell wrong with you guys where sanjusamson bcci,-0.5,Negative,,,,,,
,santosh23659897 bcci iamsanjusamson from south india and not brahmin thats the stratergy which captain cant say,0,Neutral,,,,,,
,bcci sdhawan25 iamsanjusamson shubmangill imkuldeep18 samson captain thing bcci wasting your energy,0,Neutral,,,,,,
,bcci where our hero sanjusamson,0,Neutral,,,,,,
,still samson bcci irogerbinny iamsanjusamson,0,Neutral,,,,,,
,bcci where sanjusamson,0,Neutral,,,,,,
,bcci have some shame you still want neglect iamsanjusamson and want give chance likes pant and kis,0,Neutral,,,,,,
,why not iamsanjusamson why rishabhpant17 bcci justiceforsanjusamson,0,Neutral,,,,,,
,once again dirty politics played bcci omitting amp not backing the talents and expecting win the world cups sanjusamson,0.1,Positive,,,,,,
,divupandey bcci still unable understand why rishabh pant getting chance repeatedly amp iamsanjusamson neglected everytime,-0.5,Negative,,,,,,
,bcci gajab favoritism hai why iamsanjusamson dropped,0,Neutral,,,,,,
,bcci sure you guys are planning destroy iamsanjusamson times better than fatso pant why out playing,0.266666667,Positive,,,,,,
,thesahilkhan99 bcci shame you bcci playing politics iamsanjusamson squad amp pant why iamsanjusamson bcci,0,Neutral,,,,,,
,mkumareshsanth1 garibaramsinwar bcci iamsanjusamson sanjusamsonfp see this cry man,0,Neutral,,,,,,
,bcci where iamsanjusamson and surya14kumar,0,Neutral,,,,,,
,garibaramsinwar bcci iamsanjusamson sanjusamsonfp bhoside test pant was second number after virat,0,Neutral,,,,,,
,bcci dont understand why bcci not choosing iamsanjusamson all wanted let him play,0,Neutral,,,,,,
,bcci lets boycott bcci boycottbcci boycottbcci sanjusamson sanjusamson qatar2022,0,Neutral,,,,,,
,bcci where iamsanjusamson its time watch other sports than cricket,-0.125,Negative,,,,,,
,bcci bcci when will this biased selections end justiceforsanjusamson iamsanjusamson,0,Neutral,,,,,,
,bcci amitshah plz explain why son jayshah selecting this type team iamsanjusamson,0,Neutral,,,,,,
,bcci lol you dropped him without game man how pathetic sanjusamson,-0.233333333,Negative,,,,,,
,bcci wats fault iamsanjusamson rishabhpant17 getting way too many chances the expense sanju,0.5,Positive,,,,,,
,aswinsp96 djrakesht cricgalroshmi bcci iamsanjusamson sanju playing from last iplhasnt done anything spe,0,Neutral,,,,,,
,bcci boycottbcci boycottbcci sanjusamson sanjusamson qatar2022 bcci boycott kro,0,Neutral,,,,,,
,saaijhansiredde djrakesht cricgalroshmi bcci iamsanjusamson its not opinion its fact,0,Neutral,,,,,,
,bcci lets trend for sanju samson now its enough justiceforsanjusamson,0,Neutral,,,,,,
,patelvns0 bcci iamsanjusamson painful,-0.7,Negative,,,,,,
,bcci where iamsanjusamson why rishabhpant17 nepotism come the bcci also,0,Neutral,,,,,,
,bcci sdhawan25 iamsanjusamson shubmangill imkuldeep18 plz add iamsanjusamson playing eleven are viewers,0,Neutral,,,,,,
,bcci where iamsanjusamson playing with their futureshame,0,Neutral,,,,,,
,bcci wish batting order failure against bangladesh which will make them take realise the value iamsanjusamson,-0.316666667,Negative,,,,,,
,bigbull12 djrakesht cricgalroshmi bcci iamsanjusamson keep opinion,0,Neutral,,,,,,
,bcci sdhawan25 iamsanjusamson shubmangill imkuldeep18 klrahul what have you done for this give your mantra,0,Neutral,,,,,,
,bcci finally its relieving see iamsanjusamson being dropped because was unbearable see him dugout,0,Neutral,,,,,,
,inishantgaur skill helpless front politics bcci hardikpandya7 sanjusamson,0,Neutral,,,,,,
,skill helpless front politics bcci hardikpandya7 sanjusamson,0,Neutral,,,,,,
,bigbull12 djrakesht cricgalroshmi bcci iamsanjusamson disrespect rajat amp tripatibut hav deep understa,0,Neutral,,,,,,
,saaijhansiredde djrakesht cricgalroshmi bcci iamsanjusamson season patidar proved lakh times better,0.5,Positive,,,,,,
,bcci where sanjusamson bcci will going boycottcricket sanju will not play any the formatyour,0,Neutral,,,,,,
,amaltfasal2 bhuvneshwar kumar t20i balls bowled balls bowled bcci sanjusamson viratkohli viratkohli bhuva,0,Neutral,,,,,,
,bhuvneshwar kumar t20i balls bowled balls bowled bcci sanjusamson viratkohli viratkohli,0,Neutral,,,,,,
,who the best wicketkeeper for upcoming t20 world cup criccrazyjohns iamsanjusamson indiancricketteam,1,Positive,,,,,,
,sportskeeda sanjusamson talent secondary relation are important bcci indiancricketteam cricket iamsanjusamson,0.1,Positive,,,,,,
,someone knows why the indiancricketteam dropped sanjusamson better than rishabhpant,0.5,Positive,,,,,,
,pghiya207 sanjusamson and rahultripathi next dineshkarthik indiancricketteam cricketaakash jatinsapru cricketracker,0,Neutral,,,,,,
,sanjusamson and rahultripathi next dineshkarthik indiancricketteam cricketaakash jatinsapru,0,Neutral,,,,,,
,mohammedfardhe4 ruturaj should see how sanju samson treat his fans ruturajgaikwad sanjusamson irevind hardikpandya rohitsharma,0,Neutral,,,,,,
,sportskeeda sanjusamson doesnt perform few matches gets dropped others dont perform few matches,-0.2,Negative,,,,,,
,phenomenalsj21 why always iamsanjusamson politics over supreme talent why not the team despite being perform well,0,Neutral,,,,,,
,fahadsaiyed123 sanjusamson was from mumbai kolkata delhihe would have played odds t20 already was born any,0,Neutral,,,,,,
,whynotsanjusamson this question need addressed indiancricketteam bcci,0,Neutral,,,,,,
,kya sanjusamson discrimination raha hain yes discrimination indiancricketteam teamindia samson,0,Neutral,,,,,,
,ravishastri had the point but dirty politics the main villain nobody can help sanjusamson indvsnz,-0.216666667,Negative,,,,,,
,deewana06937205 bhogleharsha harshabhogle can you please explain the curious case sanjusamsonwhy the poor guy not been given,-0.25,Negative,,,,,,
,bhogleharsha harshabhogle can you please explain the curious case sanjusamsonwhy the poor guy not been,-0.25,Negative,,,,,,
,abdulvasih963 why not sanjusamson,0,Neutral,,,,,,
,heremoki one word for sanju sanjusamson,0,Neutral,,,,,,
,samson pant retweet sanjusamson like rishabhpant varisu varisupongal thalapathy67 samantha,0,Neutral,,,,,,
,where sanjusamson cheappolitics and strategy bcci just make samson another sky will also get,0,Neutral,,,,,,
,cricketlover015 unreal agenda against sanju samson shame you wasimjaffer14 rishabh pant sanjusamson,0,Neutral,,,,,,
,rvcjsports sanju samson has been benched again sanjusamson t20i,0,Neutral,,,,,,
,singga99241215 sanjusamson feeling sad for sanju samson most unlucky player cricket history ever god watching all sanjusamson,0,Neutral,,,,,,
,roopeshkadakkal current situation sanjusamson indian team iamsanjusamson,0,Neutral,,,,,,
,quit watching indiancrickettm matches from now waiting for ipl shameonbcci justiceforsanjusamson,0,Neutral,,,,,,
,talkcricket007 dont know about viv richards and don bradman current era know only iamsanjusamson samson name samson,0,Neutral,,,,,,
,omkar53957680 want sanju samson playing sanjusamson,0,Neutral,,,,,,
,ayushishu219 when turn twitter see sanju samson trending people loves you iamsanjusamson sanjusamson,0,Neutral,,,,,,
,ravi sir says but bcci play politics cricket sanjusamson,0,Neutral,,,,,,
,gaonkarrajesh1 manish pandey sanju samson sanju samson was batting well thought shouldve played place sanjusamson,0,Neutral,,,,,,
,imrjangid sanju samson t20i debut played only matches rishabh pant t20i debut played matches sanjusamson,0,Neutral,,,,,,
,mefarhaan sanjusamson should play team india why hes ignored again and again beyond any reason indvsban,0,Neutral,,,,,,
,wish was there sanjusamson,0,Neutral,,,,,,
,gulshan04662193 sanjusamson you are sanjusamson fanhit the like button,0,Neutral,,,,,,
,sportskeeda even dont have any answer sanjusamson crickettwitter cricket bcci cricketonprime cricketnation,0,Neutral,,,,,,
,smgsm1 definitely need sanjusamson the top the order instead rahul t20is hes class player,0.25,Positive,,,,,,
,akhilsahoo123 the time next t20i series comes sanjusamson form would decided performances odis gets game,-0.2,Negative,,,,,,
,surprise with this approach indian team will never win icc trophy the next years sanjusamson bcci,-0.2,Negative,,,,,,
,hit like you want sanju samson get more chances play sanjusamson iamsanjusamson indvssa,0.9765625,Positive,,,,,,
,rawhul9 bcci trying suppress sanju but rising with double speed sanjusamson,0,Neutral,,,,,,
,sanjusamson its time switch country for your career bcci politics,0,Neutral,,,,,,
,royalsfansarmy you are sanjusamson fanhit the like button,0,Neutral,,,,,,
,sanjusamson should play team india why hes ignored again and again beyond any reason indvsban,0,Neutral,,,,,,
,royalsfansarmy thank you for the support jos bhai sanjusamson josbuttler,0,Neutral,,,,,,
,why always sanjusamson,0,Neutral,,,,,,
,why always sanjusamson,0,Neutral,,,,,,
,thenewsminute any player feels hurt not being picked doors are open for conversation pandya hardikpandya sanjusamson sanjus,0,Neutral,,,,,,
,one like for our beloved sanju sanjusamson bcci,0.7,Positive,,,,,,
,sanju sanjusamson can someone ban bcci pleasebcci jayshah iamsanjusamson,0,Neutral,,,,,,
,iamsanjusamson the 1st player who gets dropped even before playing match all sanju fans should boycott,0,Neutral,,,,,,
,rejection makes you more powerful bcci sanjusamson crickettwitter,0.4,Positive,,,,,,
,sanju samson not interested play odi cricket anything sanjusamson,-0.125,Negative,,,,,,
,royalsfansarmy this the fan base sanju samson playing sahihamare dil sahi sanjusamson iamsanjusamson,-0.8,Negative,,,,,,
,sanjusamson done and dusted bcci,0,Neutral,,,,,,
,bcci sanjusamson odi uske phle series performance isliye next series drop bina khelaye drop,0,Neutral,,,,,,
,rockstarmk11 rate this edit out sanjusamson,0,Neutral,,,,,,
,priyamsinha4 sanjusamson this guy has extreme level fanbase and popularity hope may get more and more chance indian cricket,0.291666667,Positive,,,,,,
,27031998b bcci lol now days team india selection worst than other country teams feel bad for sanju sanjusamson indvsban,-0.25625,Negative,,,,,,
,what will sanju samson have make his place the indian cricket team sanjusamson iamsanjusamson,0,Neutral,,,,,,
,sky sanjusamson more watching cricket only thing bcci understands broadcasting money boycottbcci,-0.125,Negative,,,,,,
,sunilnirban want sanjusamson cricket all formats,0,Neutral,,,,,,
,aamircapri bcci sanju samson out for not getting out the last odi series sanjusamson teamindia,0,Neutral,,,,,,
,its hard sanjusamson getting dropped without being able get chance,0.104166667,Positive,,,,,,
,bcci where sanjusamson this squad,0,Neutral,,,,,,
,shubhankrmishra once again sanjusamson faces the axe but fans cheering for him from the stand not doing anything wrong sti,-0.5,Negative,,,,,,
,aakhir kiyo sanjusamson ignore kiya rha dear bcci sanju samson fan base very upset your behavi,-0.3,Negative,,,,,,
,how can guy soo patient like him sanjusamson you always gives better performance still never backed the,0.5,Positive,,,,,,
,cricketracker suryakumaryadav sanju samson would also here gets consistent chance time sanjusamson bcci,0.25,Positive,,,,,,
,bcci are shame bcci doesnt value the palyer sanjusamson sab politics shame shame shame shame,0,Neutral,,,,,,
,wtf surprised see klrahul pant axar patel this team where are shubhman gill sanjusamson umranmalikindvsban,-0.1875,Negative,,,,,,
,rawhul9 sanju samson craze increasing day day sanjusamson,0,Neutral,,,,,,
,imvi29 sanjusamson like munnabhaiyya mirzapur justiceforsanju bcci,0,Neutral,,,,,,
,bcci very evident that teamindia has agenda against talented players like sanjusamson why suddenly not picking venkateshiyyer,0.341666667,Positive,,,,,,
,bcci just tell one thingwhats the fault sanjusamson what did wrong you guys,-0.5,Negative,,,,,,
,bcci bcci your selection committee still pathetic sanjusamson prasidhkrishna gill how many days,-0.25,Negative,,,,,,
,india loses its own mistake doesnt take chance valuable palyers bcci sanjusamson justiceforsanjusamson bcci imvkohli,0.15,Positive,,,,,,
,bcci sanju samson out for not getting out the last odi series sanjusamson teamindia,0,Neutral,,,,,,
,sanjusamson deserves chance instead rajatpatidar,0,Neutral,,,,,,
,bcci are withu sanjusamson,0,Neutral,,,,,,
,shantaramgovin3 bcci yup bro not here get justice for sanjusamson but surely not rahul amp pant,-0.25,Negative,,,,,,
,imprathsable9 sanjusamson misses this man really justiceforsanjusamson,0.2,Positive,,,,,,
,sanjusamson this man deserves chance fucking politics bcci,-0.6,Negative,,,,,,
,fantasyjaguars iamsanjusamson bcci sanjusamson suryakumaryadav bcci fifaworldcup,0,Neutral,,,,,,
,bhaktmhakalki feel for sanjusamson,0,Neutral,,,,,,
,why sanju samson icc rankings really biased boycotticc boycottbcci iccrankings sanjusamson,0.2,Positive,,,,,,
,rawhul9 feeling sad for man sanjusamson,-0.5,Negative,,,,,,
,bcci sanjusamson like,0,Neutral,,,,,,
,dear bcci need answer for why you guys are constantly omitting iamsanjusamson previously was not included,-0.083333333,Negative,,,,,,
,cricketzn rishabpant recharged bcci life time validity plan when sanjusamson tried just got 28days that plan,0,Neutral,,,,,,
,rawhul9 being sanjusamson very hard,-0.379166667,Negative,,,,,,
,brutu24 when you bmw then why are you using this maruti alto bcci sanjusamson,0,Neutral,,,,,,
,iamsanjusamson bcci sanjusamson suryakumaryadav bcci fifaworldcup,0,Neutral,,,,,,
,manswinni for strategic south indian reason bcci keeps sanjusamson out indian team,0,Neutral,,,,,,
,mufaddalvohra whybcci sanjusamson,0,Neutral,,,,,,
,sreejithtv143 special thanks bcci for not forcing take primevideoin subscription you include sanjusamson would,0.278571429,Positive,,,,,,
,bcci again there sanjusamson and there this klrahul wow shameonbcci,0.1,Positive,,,,,,
,bcci where sanjusamson amp umranmalik,0,Neutral,,,,,,
,sanjusamsonfp jos bhaai liked this tweet josbuttler sanjusamson iamsanjusamson josbuttler rajasthanroyals,0.6,Positive,,,,,,
,bcci lol now days team india selection worst than other country teams feel bad for sanju sanjusamson,-0.25625,Negative,,,,,,
,the pollard know back sanjusamson pollard kieronpollard mumbai ipl2023 iplauction,0,Neutral,,,,,,
,think bcci have gone mad why not give chance sanjusamson,-0.625,Negative,,,,,,
,even iamsanjusamson gets chance upcoming odis against blackcaps and performs wont part odis,0,Neutral,,,,,,
,sanjusamson sanju samson hope will see odi,0,Neutral,,,,,,
,bcci sanjusamson always boycottbcci,0,Neutral,,,,,,
,sanjusamson this guy has extreme level fanbase and popularity hope may get more and more chance indian,0.291666667,Positive,,,,,,
,cricketlover015 think will get chance odi series his smile says everything sanjusamson,0.3,Positive,,,,,,
,hasmukhkatara5 its fact bcci sanjusamson,0,Neutral,,,,,,
,rajanra05092776 all want sanjusamson like for sanju for sanju,0,Neutral,,,,,,
,cricbuzz sanjusamson unfortunate miss out but everyone will get chance indias t20i skipper hardikpandya shares his thoug,-0.5,Negative,,,,,,
,special thanks bcci for not forcing take primevideoin subscription you include sanjusamson would taking,0.278571429,Positive,,,,,,
,bcci plz bring sanjusamson the main team dont waste him,-0.016666667,Negative,,,,,,
,gaonkarrajesh1 sanju samson loading odi who says sanjusamson bcci,0,Neutral,,,,,,
,sanjusamson waiting for your blaster knock odi series against not keeping pressure you but hoping the bes,0,Neutral,,,,,,
,sumitsi70445457 feeling sad for man sanjusamson,-0.5,Negative,,,,,,
,bccipresident please include sanjusamson the playing deserves there give him chance least,-0.3,Negative,,,,,,
,ferrarinotfiat sanju samson salute you brother you have unbelievable grit and will power wish you lots luck sanjusamson,-0.25,Negative,,,,,,
,s1757850 sanjusamson bcci rahuldravidind imvkohli sanju samson far better than rishab pant all levels play inning with mat,0.3,Positive,,,,,,
,yourshuddy there comparison between sanjusamson and bcci damad,0,Neutral,,,,,,
,insecurity captaincy hardik pandya thats why sanjusamson not play becuz also captaincy material future,0,Neutral,,,,,,
,sanjusamson bcci rahuldravidind imvkohli sanju samson far better than rishab pant all levels play innin,0.3,Positive,,,,,,
,this stupid fraud sanju dont how respect indian team sanjusamson,-0.8,Negative,,,,,,
,abdulhakeemk6 hardikpandya7 bcci kindly pay attention sanju samson you will not get chance how you will shine sanjusamson,0.6,Positive,,,,,,
,alokranjanadv sanjusamson isnt the playing bcoz doesnt have tattooed wallpaper all around his body and wears thick chains,-0.3,Negative,,,,,,
,shubharcasm this the most apt dialogue for sanjusamson,0.55,Positive,,,,,,
,vivekea1 sanjusamson rishabhpant17 you will always the jealous undeserving king the state the true valiant deserving and righ,0.475,Positive,,,,,,
,hardikpandya sanjusamson exclusion from teamindia playing,0,Neutral,,,,,,
,k37naveen sanjusamson justiceforsanjusamson iamsanjusamson sanju samson bcci hardikpandya7 vvslaxman281 politics,0,Neutral,,,,,,
,infoplusmal sanjusamson msdhoni who best,1,Positive,,,,,,
,aadithyarajmc yesjos buttler sanju samson fan sanjusamson josbuttler,0,Neutral,,,,,,
,vaibhu051 who best t20 batter sunju samson rishabh pant ishan kishan shreyas lyer india cricket sanjusamson ishankishan rish,1,Positive,,,,,,
,cricketapna1 comment down sanjusamson puchtahaibahrat indiancricket,-0.155555556,Negative,,,,,,
,utkarsh18215190 let the people decide who better bcci pant sanjusamson,0.5,Positive,,,,,,
,for strategic south indian reason bcci keeps sanjusamson out indian team,0,Neutral,,,,,,
,madhukrishna123 sanjusamson poor guy now needs play for himself when gets chance and not play for the teamunfortunate but,-0.4,Negative,,,,,,
,ayappa1984 sanjusamson trending since many days the entire country rallying behind him,0.033333333,Positive,,,,,,
,this time will support bangladesh just because stupid politics bcci and their chamcha players sanjusamson,-0.8,Negative,,,,,,
,adiraj74214773 sanjusamson corrupt bcciand selectors boycott indian cricket are with sanju samson,-0.5,Negative,,,,,,
,royalsfansarmy sanjusamson trending always but,0,Neutral,,,,,,
,ungammara another day another match another ignorance being sanjusamson isnt easy any means,0.433333333,Positive,,,,,,
,indersinghbha18 sanjusamson class player like virat kohli with the mindset yuvraj singh virendra sehwag its always,0,Neutral,,,,,,
,madiyan after years they will say sanju and not fit into t20 team injustice continues sanjusamson,-0.2,Negative,,,,,,
,immahi17 sanjusamson the best waterboy ready for deliver water rishabhpan and team thats what you can for team india,0.6,Positive,,,,,,
,talkcricket007 new era started sanjusamson,0.136363636,Positive,,,,,,
,sanjusamson corrupt bcciand selectors boycott indian cricket are with sanju samson,-0.5,Negative,,,,,,
,saching25184819 world class fan club sanjusamson,0,Neutral,,,,,,
,jbnavneet bcci trying suppress sanju but rising with double speed sanjusamson,0,Neutral,,,,,,
,sanjusamson trending since many days the entire country rallying behind him,0.033333333,Positive,,,,,,
,sanjusamson poor guy now needs play for himself when gets chance and not play for the teamunfortunate,-0.4,Negative,,,,,,
,sanjusamson gujratboycottbjp fifaworldcup jerusalem gujrat germany mukeshambani,0,Neutral,,,,,,
,let the people decide who better bcci pant sanjusamson,0.5,Positive,,,,,,
,mirchiwallah latest from nets sanjusamson,0.5,Positive,,,,,,
,sanjusamson perfect player play for india other than called left hand batter,0.291666667,Positive,,,,,,
,hghirdesh1234 indeed sanjusamson should get chance show his boom boom people are supporting iamsanjusamson,0.25,Positive,,,,,,
,indeed sanjusamson should get chance show his boom boom people are supporting iamsanjusamson,0.25,Positive,,,,,,
,minhaproudmallu starategicreason sanjusamson hardikpandya7 pandi can you please tell what that trategic plan,0,Neutral,,,,,,
,inthemaking17 pant may have generational telent but sanju have streets man from last days trending sanjusamson,0,Neutral,,,,,,
,cricheadnews sanju samson video going viral twitter sanjusamson,0,Neutral,,,,,,
,this photo tell everything sanjusamson,0,Neutral,,,,,,
,paradox9505 bcci sanjusamsonplz move out india will get opportunities any other international teamthey will keep,-0.0625,Negative,,,,,,
,there iamsanjusamson umranmalik yuzichahal for teamindia when all the players are back for odis against,0,Neutral,,,,,,
,when cant pick player knows its not personal hardikpandya not playing sanjusamson umranmalik,0,Neutral,,,,,,
,rahilgupta hardik pandya says leaving out sanjusamson amp umranmalik was strategic call leaving out fastest bowler cannot strat,0,Neutral,,,,,,
,shivwuwu why was rishabhpant selected over sanjusamson for the india tour newzealand series t20cricket,0,Neutral,,,,,,
,why was rishabhpant selected over sanjusamson for the india tour newzealand series t20cricket,0,Neutral,,,,,,
,meri team hei hardikpandya slams critics umranmalik sanjusamson nonselection newzealand read,0,Neutral,,,,,,
,sanjusamson unfortunate miss out but everyone will get chance indias t20i skipper hardikpandya shares,-0.5,Negative,,,,,,
,dna most unfairly treated player fans furious after sanjusamson gets snubbed against newzealand,0,Neutral,,,,,,
,hardik pandya says leaving out sanjusamson amp umranmalik was strategic call leaving out fastest bowler cannot,0,Neutral,,,,,,
,who best t20 batter sunju samson rishabh pant ishan kishan shreyas lyer india cricket sanjusamson,1,Positive,,,,,,
,share your opinion cricketer teamindia batter comment sportzcraazy followus sanjusamson rishabhpant,0,Neutral,,,,,,
,mohammedfardhe4 the most unfairly treated player ever indian cricket history sanju samson sanjusamson rishabhpant hardikpa,0,Neutral,,,,,,
,ultimatetruth9 bcci teamindia ishankishan siraj arshdeepsingh hardik sanjusamson rishabhpant viratkohli rohitsharma san,0,Neutral,,,,,,
,bcci teamindia ishankishan siraj arshdeepsingh hardik sanjusamson rishabhpant viratkohli rohitsharma,0,Neutral,,,,,,
,who better t20i batter sanjusamson rishabhpant shreyasiyer ishankishan,0.5,Positive,,,,,,
,hardik pandya reacts criticism leaving sanju samson out this team hardikpandya sanjusamson,0,Neutral,,,,,,
,ankoorsingh23 sanju samson fan moments the way getting support from his fan awesome sanjusamson bcci t20worldcup,1,Positive,,,,,,
,uboss333 hit like you miss sanju samson this t20i t20worldcup sanjusamson,0,Neutral,,,,,,
,but this possibly good news for iamsanjusamson this means might play the india normally plays with,0.425,Positive,,,,,,
,iamsanjusamson the squadyes looks like lot new players getting opportunities but whats the point hav,0.136363636,Positive,,,,,,
,bcci heres wishing iamsanjusamson very happy birthday teamindia,1,Positive,,,,,,
,bcci fifty for iamsanjusamson the righthanded batter has kept the run chase alive with his clean striking teamindia need,0.363888889,Positive,,,,,,
,why not playing sanjusamson playing teamindia,0,Neutral,,,,,,
,mrnareshsahu sanjusamson ravishastri had the point but dirty politics the main villain nobody can help sanjusamson indvs,-0.216666667,Negative,,,,,,
,chennaiipl local chepauk star saik99 viratkohli fifaworldcup qatar2022 boycottqatar2022 suryakumaryadav sanjusamson marcro,0,Neutral,,,,,,
,indian batters odi report card since january indvsnz shikhardhawan sanjusamson,0,Neutral,,,,,,
,mykhelcom india new zealand top moments from t20i series suryakumar yadav tim southee make headlines indvsnz sanjusamson msd,0.318181818,Positive,,,,,,
,sanjusamson not sure they are confused thinking are fools hardikpandya,-0.325,Negative,,,,,,
,sanjusamsonfp iamsanjusamson rajasthanroyals sanjusamson please practice bowling that you will fit,0.4,Positive,,,,,,
,newsmobileindia its not personal hardik pandya sanju samson missing from playing hardikpandya sanjusamson,-0.1,Negative,,,,,,
,muzffarkhan8 watch now sanjusamson struggle indian team click link below really sanju didnt deser,0.2,Positive,,,,,,
,watch now sanjusamson struggle indian team click link below really sanju didnt,0.2,Positive,,,,,,
,its not personal hardik pandya sanju samson missing from playing hardikpandya sanjusamson,-0.1,Negative,,,,,,
,support sanjusamson bccijusticeforsanjusamson hardikpandya ego loveyousanjusamson,0,Neutral,,,,,,
,priyamsinha4 again sanjusamson not playing also umranmalik what ridiculous planning management doing its above the min,-0.166666667,Negative,,,,,,
,iarjun123 sanjusamson best part this odi series indvsnz was hardikpandya was not captain his insecure feeling over sanju samson,0.25,Positive,,,,,,
,sanjusamson best part this odi series indvsnz was hardikpandya was not captain his insecure feeling over sanj,0.25,Positive,,,,,,
,hindurastra8 klrahul felicitated for his astonishing performance recent world cup klrahul indvsnz sanjusamson suryakumar,0.25,Positive,,,,,,
,klrahul felicitated for his astonishing performance recent world cup klrahul indvsnz sanjusamson,0.25,Positive,,,,,,
,hardikpandya7 when asked about the exclusion iamsanjusamson and umranmalik01 from the team cricket,0,Neutral,,,,,,
,hardikpandya further added due strategic reasons couldnt play sanjusamson lets look those reasons,-0.0625,Negative,,,,,,
,bcci iamsanjusamson should all format player immediately sanjusamson hardikpandya bcci india,0,Neutral,,,,,,
,hardikpandya responds criticism leaving out sanjusamson this team doesnt matter what people say,0,Neutral,,,,,,
,criccrazyjohns they are afraid sanjusamson they think sanju plays regularly thn their own place team,0,Neutral,,,,,,
,dna hardikpandya break silence snubbing sanjusamson umranmalik says meri team hai,0,Neutral,,,,,,
,any player feels hurt not being picked doors are open for conversation pandya hardikpandya sanjusamson,0,Neutral,,,,,,
,feel for sanju indvsnz sanjusamson viratkohli hardikpandya cricket cricketlovers,0,Neutral,,,,,,
,sanjusamson bcci bcci teamindia rahuldravid very frustrated with selectors and captains indian cricket,-0.91,Negative,,,,,,
,dineshkarthik should not have been given preference over rishabhpant17 amp iamsanjusamson rahuldravid amp,0,Neutral,,,,,,
,harshilsirvi sanju samson fans from new zealand the next level craze for this man sanjusamson bcci viratkohli rohitsharm,0.068181818,Positive,,,,,,
,ajay36mittal wisdenindia the star players are threatened talent and popularity sanjusamson cricket similar bollywood,0,Neutral,,,,,,
,sanjanamohan10 for todays indvsnz favorite rishabh pant just for sanjusamson like for rishabhpant,0.5,Positive,,,,,,
,agreed that your are super form but take some rest surya14kumar bhai given chance iamsanjusamson sdhawan25 rishabhpant17 indvsnz,0.333333333,Positive,,,,,,
,cricketzn sanjusamson indvsnz rishabh pant failed but coach and captain dont want try sanju this hypocrisy,-0.5,Negative,,,,,,
,who best batsman between them like sanju samson retweet rishabh pant sanjusamson,1,Positive,,,,,,
,sameerp14178298 this photo shocked when will bcci choose sanju samson over flop pant injustice sanjusamson rishabhpant,-1,Negative,,,,,,
,jbrahd7 why not sanju samson sanjusamson indvsnz,0,Neutral,,,,,,
,talkcricket007 sanju samson the playing for india sanjusamson indvsnz,0,Neutral,,,,,,
,talkcricket007 hope sanjusamson get chance todays match sanjusamson indvsnz,0,Neutral,,,,,,
,princeagarwal08 best wicketkeeper batter white ball cricket like rishabhpant retweet sanjusamson indvsnz,0.5,Positive,,,,,,
,ashanikhil2 dear bcci keep sports away from politics you make the deserving person iamsanjusamson sit the bench continues,0.6,Positive,,,,,,
